abertura,url,título,categoria,conteúdo,tipo,data_publicação,tags,hierarquia,estado,subcategoria
0.0,https://www.in.gov.br/web/dou/-/edital-n-13-de-29-de-abril-de-2025-626676759,EDITAL Nº 13 DE 29 DE ABRIL DE 2025,concurso,"EDITAL Nº 13 DE 29 DE ABRIL DE 2025 A Diretoria Geral do Câmpus Itumbiara do Instituto Federal de Educação, Ciência e Tecnologia de Goiás, no uso de suas atribuições legais e regimentais, torna público e homologa o RESULTADO FINAL do Processo Seletivo Simplificado regido pelo Edital n.º 05, de 18 de março de 2025, conforme a seguir: Área/Disciplina: Sociologia Carga Horária Semanal: 40h Vaga(s) AC...",Edital,2025-04-30,[],"['Ministério da Educação', 'Instituto Federal de Educação, Ciência e Tecnologia de Goiás', 'Campus da Cidade de Itumbiara']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-n-238-de-29-de-abril-de-2025-626739444,"EDITAL Nº 238, DE 29 DE ABRIL DE 2025",concurso,"EDITAL Nº 238, DE 29 DE ABRIL DE 2025 HOMOLOGAÇÃO DO EDITAL DE PROCESSO SELETIVO SIMPLIFICADO Nº 164, DE 02/04/2025 O Secretário de Gestão de Pessoas do Centro Federal de Educação Tecnológica de Minas Gerais, CEFET-MG, autarquia de regime especial, vinculada ao Ministério da Educação, no uso de suas atribuições legais, resolve: Homologar o resultado final do Processo Seletivo Simplificado destinad...",Edital,2025-04-30,[],"['Ministério da Educação', 'Centro Federal de Educação Tecnológica de Minas Gerais', 'Secretaria de Gestão de Pessoas']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-de-homologacao-n-32-de-28-de-abril-de-2025-627321864,EDITAL DE HOMOLOGAÇÃO Nº 32 DE 28 DE ABRIL DE 2025,concurso,"EDITAL DE HOMOLOGAÇÃO Nº 32 DE 28 DE ABRIL DE 2025 PROCESSO SELETIVO PARA PROFESSOR SUBSTITUTO HOMOLOGAÇÃO DE RESULTADO FINAL REFERENTE AO EDITAL DE ABERTURA N° 19/2025-DG/NC/RE/IFRN, DE 14 DE MARÇO DE 2025 O DIRETOR-GERAL DO CAMPUS NOVA CRUZ DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE, no uso de suas atribuições legais, em conformidade com a Portaria nº 1630/2023...",Edital,2025-05-05,[],"['Ministério da Educação', 'Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte', 'Campus Nova Cruz']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-de-notificacao-n-10/2025-supes-ba-626703562,Edital de Notificação nº 10/2025 - Supes-BA,concurso,"Edital de Notificação nº 10/2025 - Supes-BA Processo nº 02006.001161/2025-52 O Superintendente do Ibama no Estado da Bahia, no uso de suas atribuições legais, pelo presente edital NOTIFICA da lavratura do(s) Termo(s) de Apreensão aos interessados abaixo relacionados, em face da impossibilidade da comunicação e intimação pessoal e por via postal, por se encontrar(em) em local incerto e não sabido, ...",Edital,2025-04-30,[],"['Ministério do Meio Ambiente e Mudança do Clima', 'Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis', 'Superintendência na Bahia']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-626708977,edital,concurso,"edital RETIFICAÇÃO Nº 1 DO EDITAL DE HOMOLOGAÇÃO Nº 10/2025 A Reitora da Universidade Federal de Catalão, no uso das atribuições que lhe conferem o art. 11, § 1º, da Lei nº 13.634, de 20 de março de 2018 e o Decreto da Presidência da República Federativa do Brasil, de 30 de janeiro de 2024, publicado no DOU em 31 de janeiro de 2024, edição 22, seção 2, página 1; conforme os arts. 25 e 26 do Estatu...",Edital de Processo Seletivo,2025-04-30,[],"['Ministério da Educação', 'Universidade Federal de Catalão']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-n-207/2025-supes-ba-626720652,EDITAL Nº 207/2025 - SUPES-BA,concurso,"EDITAL Nº 207/2025 - SUPES-BA Processo nº 02006.001474/2024-20 Edital de Lançamento do Crédito Tributário da Taxa de Controle e Fiscalização Ambiental - TCFA O Superintendente do Ibama no Estado de Bahia, no uso de suas atribuições legais, pelo presente EDITAL notifica os interessados abaixo relacionados do LANÇAMENTO DO CRÉDITO TRIBUTÁRIO DA TAXA DE CONTROLE E FISCALIZAÇÃO AMBIENTAL-TCFA, cujo fa...",Edital,2025-04-30,[],"['Ministério do Meio Ambiente e Mudança do Clima', 'Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis', 'Superintendência na Bahia']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-de-convocacao-626907203,EDITAL DE CONVOCAÇÃO,concurso,"EDITAL DE CONVOCAÇÃO ASSEMBLEIA GERAL EXTRAORDINÁRIA ALTERAÇÃO ESTATUTÁRIA O Sindicato dos Trabalhadores em Transportes Rodoviários, Logística e Cargas de Transporte de Belo Oriente, Açucena, Virginópolis e Guanhães - SINTTRO, inscrito no CNPJ 22.698.708/0001-09, com endereço na Av. JK nº 89, Bairro Alex Muller, Perpétuo Socorro, em Belo Oriente/MG, por meio de seu Diretor Presidente abaixo assina...",Edital,2025-04-30,[],"['Ineditoriais', 'Sindicato dos Trabalhadores  em Transporte Rodoviário de  Belo Oriente, Açucena,  Virginópolis, Guan', 'MG']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-de-notificacao-n-24/2025-dipro-626925357,Edital de Notificação nº 24/2025 - Dipro,concurso,"Edital de Notificação nº 24/2025 - Dipro Processo nº 02001.012973/2025-73 O monitoramento por satélite identificou alto risco de incêndio florestal na região onde estão localizados os imóveis rurais listados em anexo. O IBAMA notifica, com base no art. 45, § 1º da Lei nº 14.944/2024, sobre os deveres dos proprietários de imóveis rurais nessa região para adotarem as seguintes medidas de prevenção e...",Edital,2025-04-30,[],"['Ministério do Meio Ambiente e Mudança do Clima', 'Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/aviso-de-licitacao-626667173,Aviso de Licitação,concurso,"Aviso de Licitação Pregão Eletrônico n° 17/2025 Prefeitura Municipal de Delfim Moreira-MG torna público, abertura do Processo Licitatório n° 054/2025, Pregão eletrônico n° 017/2025 e Edital nº 018/2025, cujo objeto Edital para Contratações de empresas especializadas, objetivando o Registro de Preços, para futura e eventual aquisição de Materiais de Higiene, Limpeza e de Consumo, em atendimento as ...",Edital,2025-04-30,[],"['Prefeituras', 'Estado de Minas Gerais', 'Prefeitura Municipal de Delfim Moreira']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/aviso-de-licitacao-pregao-eletronico-n-6/2025-625920687,AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 6/2025,concurso,"AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 6/2025 O Município de Padre Paraíso, por intermédio da Agente de Contratação, torna público o Pregão Eletrônico n° 006/2025, a ser realizado em 12/05/2025 às 9h através da plataforma www.licitardigital.com.br, com critério de menor preço por item. Objeto: Registro de preços para aquisição de gêneros alimentícios destinados aos programas PNAC (Programa Nacion...",Edital,2025-04-25,[],"['Prefeituras', 'Estado de Minas Gerais', 'Prefeitura Municipal de Padre Paraíso']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-de-convocacao-626675734,EDITAL DE CONVOCAÇÃO,concurso,"EDITAL DE CONVOCAÇÃO XIX CONGRESSO ORDINÁRIO (ASSEMBLEIA GERAL) DA FEDERAÇÃO SINDICAL E DEMOCRÁTICA DOS TRABALHADORES NAS INDÚSTRIAS METALÚRGICAS, MECÂNICAS E DE MATERIAL ELÉTRICO DE ITAÚNA E OUTROS MUNICÍPIOS A Federação Sindical e Democrática dos Trabalhadores nas Indústrias Metalúrgicas, Mecânicas e de Material Elétrico de Itaúna e Outros Municípios, CNPJ 25.569.617/0001-53 - MG, sede na Rua An...",Edital,2025-04-30,[],"['Ineditoriais', 'FEDERAÇÃO SINDICAL E DEMOCRÁTICA DOS TRABALHADORES NAS INDÚSTRIAS METALÚRGICAS, MECÂNICAS E DE MATER']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/extrato-de-termo-aditivo-626816476,EXTRATO DE TERMO ADITIVO,concurso,EXTRATO DE TERMO ADITIVO Espécie: 3º Termo Aditivo ao Contrato nº 022/2024-SEMINFRA Contratante: PMS/Secretaria Municipal de Infraestrutura CONTRATADO: Construtora Norte do Tapajós Ltda. OBJETO: Pavimentação da 1ª Etapa da Estrada de Ponta de Pedras na Cidade de Santarém-PA. Alteração da portaria de fiscalização. Vigência: 03.07.2025 a 30/12/2025. Execução: 05.05.2025 a 01/11/2025. Dotação 26.451....,Edital,2025-04-30,[],"['Prefeituras', 'Estado do Pará', 'Prefeitura Municipal de Santarém', 'Secretaria Municipal de Infraestrutura']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-n-10/2025-626857644,EDITAL Nº 10/2025,concurso,"EDITAL Nº 10/2025 CONCURSO PÚBLICO PARA O PROVIMENTO DE VAGAS EM CARGOS DE ANALISTA ADMINISTRATIVO E DE ESPECIALISTA EM RECURSOS MINERAIS EDITAL Nº 10 - ANM, DE 28 DE ABRIL DE 2025EDITAL Nº 9 - ANM, DE 8 DE ABRIL DE 2025 O DIRETOR-GERAL DA AGÊNCIA NACIONAL DE MINERAÇÃO (ANM) torna públicos o resultado provisório na avaliação biopsicossocial dos candidatos que solicitaram concorrer às vagas reserva...",Edital,2025-04-30,[],"['Ministério de Minas e Energia', 'Agência Nacional de Mineração']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/avisos-de-adiamento-626684624,AVISOS DE ADIAMENTO,concurso,"AVISOS DE ADIAMENTO CHAMADA PÚBLICA Nº 1/2025 O MUNICÍPIO DE AUTAZES, através da Secretaria Municipal de Educação, torna público o adiamento das datas de recebimento e abertura de envelopes do AVISO DA CHAMADA PÚBLICA Nº 001/2025, PARA Aquisição de Gêneros Alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural, Destinados ao Atendimento do Programa Nacional de Alimentação Escolar - ...",Edital,2025-04-30,[],"['Prefeituras', 'Estado do Amazonas', 'Prefeitura Municipal de Autazes']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-n-62-de-30-de-abril-de-2025-627194076,"EDITAL Nº 62, DE 30 DE ABRIL DE 2025",concurso,"EDITAL Nº 62, DE 30 DE ABRIL DE 2025 A Pró-Reitora de Gestão de Pessoas da Universidade Federal do Espírito Santo, usando de suas atribuições, resolve HOMOLOGAR o resultado do processo seletivo simplificado para contratação de Professor Substituto, de que trata o Edital nº 42/2025-Progep, publicado no DOU de 1º de abril de 2025, seção 3, página 58, conforme a seguir: Unidade: CENTRO DE CIÊNCIAS DA...",Edital de Processo Seletivo,2025-05-05,[],"['Ministério da Educação', 'Universidade Federal do Espírito Santo']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-de-homologacao-n-51-de-29-de-abril-de-2025-626676238,"EDITAL DE HOMOLOGAÇÃO Nº 51, DE 29 DE ABRIL DE 2025",concurso,"EDITAL DE HOMOLOGAÇÃO Nº 51, DE 29 DE ABRIL DE 2025 REFERENTE AO EDITAL GERAL DE CONTRATAÇÃO DE PROFESSORES SUBSTITUTOS Nº 001/2025 O Diretor de Processos Seletivos da Universidade Federal de Alfenas, no uso de suas atribuições legais, homologa o Resultado Final do Processo Seletivo Simplificado de Provas e Títulos, conforme discriminado a seguir: AMPLA CONCORRÊNCIA EDITAL DE INSCRIÇÃO CLASSIFICAD...",Edital,2025-04-30,[],"['Ministério da Educação', 'Universidade Federal de Alfenas', 'Diretoria de Processos Seletivos']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-n-82/2024/ifal-de-29-de-abril-de-2025-626692388,"EDITAL Nº 82/2024/IFAL, de 29 de abril de 2025",concurso,"EDITAL Nº 82/2024/IFAL, de 29 de abril de 2025 Homologação do Resultado do Processo Seletivo Simplificado - EDITAL Nº 045/2025/IFAL, DE 14 DE MARÇO DE 2025 O REITOR DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS - IFAL, no uso de suas atribuições, homologa o resultado do Processo Seletivo Simplificado para Professor Substituto de Ensino Básico, Técnico e Tecnológico, EBTT, para ...",Edital de Processo Seletivo,2025-04-30,[],"['Ministério da Educação', 'Instituto Federal de Educação, Ciência e Tecnologia de Alagoas']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/aviso-de-licitacao-626699931,Aviso de Licitação,concurso,"Aviso de Licitação Pregão Eletrônico Nº 10/2025 (BNC- Bolsa Nacional de Compras) O MUNICÍPIO DE MESSIAS, através do Setor de Licitação, avisa que realizará licitações conforme resumo: Modalidade: PREGÃO ELETRÔNICO Nº 10/2025 (BNC- BOLSA NACIONAL DE COMPRAS) Objeto: Registro de preços para futura contratação de empresa especializada na prestação de serviço de transportes escolar, com motoristas par...",Edital,2025-04-30,[],"['Prefeituras', 'Estado de Alagoas', 'PREFEITURA MUNICIPAL DE MESSIAS']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-n-10-de-25-de-abril-de-2025-626709133,"EDITAL Nº 10, DE 25 DE ABRIL DE 2025",concurso,"EDITAL Nº 10, DE 25 DE ABRIL DE 2025 HOMOLOGAÇÃO DO RESULTADO FINAL DO EDITAL CAMPUS ROLANTE Nº 5 DE 21 DE MARÇO DE 2025 A Diretora-Geral do Campus Rolante, no uso de suas atribuições legais que lhe são conferidas pela Portaria nº 143 de 23/02/2024, publicada no DOU de 28/02/2024, p. 25 torna público a Homologação do Resultado Final do Edital Nº 05/2025 - Processo Seletivo Simplificado para Contra...",Edital,2025-04-30,[],"['Ministério da Educação', 'Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul', 'Campus Rolante', 'Coordenadoria de Gestão de Pessoas']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/aviso-de-alteracao-pregao-eletronico-n-13/2025-626758565,AVISO DE ALTERAÇÃO PREGÃO ELETRÔNICO Nº 13/2025,concurso,"AVISO DE ALTERAÇÃO PREGÃO ELETRÔNICO Nº 13/2025 A Prefeitura Municipal De Mateus Leme/MG, por meio da sua Assessoria de Licitações e Contratos, torna público para o conhecimento dos interessados, nova data de realização da licitação na modalidade Pregão Eletrônico 13/2025, cujo objeto é registro de preços para futura e eventual aquisição de veículos automotores diversos, tipo caminhonete cabine du...",Edital,2025-04-30,[],"['Prefeituras', 'Estado de Minas Gerais', 'Prefeitura Municipal de Mateus Leme']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-n-204/2025-supes-ba-626765027,EDITAL Nº 204/2025 - SUPES-BA,concurso,"EDITAL Nº 204/2025 - SUPES-BA Processo nº 02006.001470/2024-41 Edital de Lançamento do Crédito Tributário da Taxa de Controle e Fiscalização Ambiental - TCFA O Superintendente do Ibama no Estado de Bahia, no uso de suas atribuições legais, pelo presente EDITAL notifica os interessados abaixo relacionados do LANÇAMENTO DO CRÉDITO TRIBUTÁRIO DA TAXA DE CONTROLE E FISCALIZAÇÃO AMBIENTAL-TCFA, cujo fa...",Edital,2025-04-30,[],"['Ministério do Meio Ambiente e Mudança do Clima', 'Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis', 'Superintendência na Bahia']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/aviso-de-licitacao-627211159,AVISO DE LICITAÇÃO,concurso,"AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº2904.17/2025 Processo: Pregão Eletrônico Nº2904.17/2025. Objeto: Aquisição de Veículos para atendimento das necessidades das Unidades Básicas de Saúde do Município de Santana do Acaraú. Do Tipo: Menor Preço por Item. Da Forma de Fornecimento: Imediato. O Pregoeiro da Prefeitura de Santana do Acaraú-CE, toma público para conhecimento dos licitantes e demais in...",Edital,2025-05-05,[],"['Prefeituras', 'Estado do Ceará', 'Prefeitura Municipal de Santana do Acaraú']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-n-15-de-25-de-abril-de-2025-626766120,"EDITAL Nº 15, DE 25 DE ABRIL DE 2025",concurso,"EDITAL Nº 15, DE 25 DE ABRIL DE 2025 HOMOLOGAÇÃO do resultado final do Processo Seletivo Simplificado para contratação de Professor Substituto A Universidade Federal de Sergipe torna público o resultado final do Processo Seletivo Simplificado para contratação de Professor Substituto, objeto do Edital nº 001/2025, com extrato publicado no D.O.U. em 13/03/2025, Edital de Retificação nº 01 e Edital C...",Edital,2025-04-30,[],"['Ministério da Educação', 'Fundação Universidade Federal de Sergipe']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/aviso-de-licitacao-626788590,AVISO DE LICITAÇÃO,concurso,"AVISO DE LICITAÇÃO Pregão eletrônico EDITAL Nº PE006/2025 - SRP - DUA Estado do Ceará - Prefeitura Municipal de Ibaretama - Aviso de Licitação - Diversas Unidades Administrativas. A Comissão de Pregão, localizada na Travessa João de Almeida, 592, Centro, torna público o EDITAL Nº PE006/2025 - SRP - DUA, cujo Objeto é o Registro de Preços para futuras e eventuais Aquisições de Recargas e Botijões d...",Edital,2025-04-30,[],"['Prefeituras', 'Estado do Ceará', 'PREFEITURA MUNICIPAL DE IBARETAMA']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-de-notificacao-n-26/2025-dipro-626922355,Edital de Notificação nº 26/2025 - Dipro,concurso,"Edital de Notificação nº 26/2025 - Dipro Processo nº 02001.012973/2025-73 O monitoramento por satélite identificou alto risco de incêndio florestal na região onde estão localizados os imóveis rurais listados em anexo. O IBAMA notifica, com base no art. 45, § 1º da Lei nº 14.944/2024, sobre os deveres dos proprietários de imóveis rurais nessa região para adotarem as seguintes medidas de prevenção e...",Edital,2025-04-30,[],"['Ministério do Meio Ambiente e Mudança do Clima', 'Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/aviso-de-licitacao-627209266,AVISO DE LICITAÇÃO,concurso,"AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO SRP Nº 4.25.01/2025 A Agente de Contratação do Município de Capistrano-CE, comunica aos interessados que realizará o Pregão Eletrônico para Registro de Preços nº 04.25.01/2025, em cumprimento a Lei nº 14.133/2021, Decreto Municipal nº 05/2024 e demais legislação aplicável, cujo objeto é o Registro de Preços para Futura e Eventual Aquisição de Alimentação Especi...",Edital,2025-05-05,[],"['Prefeituras', 'Estado do Ceará', 'Prefeitura Municipal de Capistrano']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/extrato-de-apostilamento-626687884,EXTRATO DE APOSTILAMENTO,concurso,EXTRATO DE APOSTILAMENTO Espécie: Apostila nº 2 ao Contrato nº 007/2021-SEMURB. Contratante: PMS/Secretaria Municipal de Urbanismo e Serviços Públicos. Contratado: Locadora De Veículos Nova LTDA. Data da assinatura: 29/04/2025. Alteração: Atualização do Disposto na Cláusula IV - Da Dotação Orçamentária. Passando a ter o seguinte teor: Funcional Programática: 15.451.0010.2158.0000 - Manutenção de L...,Edital,2025-04-30,[],"['Prefeituras', 'Estado do Pará', 'Prefeitura Municipal de Santarém', 'Secretaria Municipal de Urbanismo e Serviços Públicos - SEMURB']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/aviso-de-dispensa-eletronica-de-licitacao-n-3/2025-627139521,Aviso de Dispensa Eletrônica de licitação nº 3/2025,concurso,"Aviso de Dispensa Eletrônica de licitação nº 3/2025 Processo Licitatório 059/2025 Extrato de Dispensa Eletrônica 003/2025 O Prefeito Municipal, no uso de suas atribuições, torna público que fará realizar processo licitatório na modalidade de Dispensa, com adjudicação por MENOR PREÇO, do tipo Eletrônica, para escolha da proposta mais vantajosa objetivando a aquisição de peças que serão utilizadas p...",Edital,2025-05-05,[],"['Prefeituras', 'Estado de Santa Catarina', 'Prefeitura Municipal de Porto União']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/aviso-de-licitacao-627195583,AVISO DE licitação,concurso,"AVISO DE licitação CONCORRÊNCIA ELETRÔNICA Nº 2/2025 A Prefeitura Municipal de Aratuba/Secretaria de Educação Básica por meio da Agente de Contratação torna público que se encontra à disposição dos interessados o Edital De Concorrência Eletrônica Nº 002/2025, que tem como objeto a Contratação de Empresa de Engenharia para Construção da Nova Escola - EEMTI Norberto Botelho na Localidade de Marés - ...",Edital,2025-05-05,[],"['Prefeituras', 'Estado do Ceará', 'Prefeitura Municipal de Aratuba']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/extrato-de-contratos-627207986,EXTRATO DE CONTRATOS,concurso,EXTRATO DE CONTRATOS OBJETO: Aquisição de Medicamentos e Materias de Uso Hospitalar. Fundamento Legal: Pregão Eletrônico nº 00008/2025. DOTAÇÃO: Recursos não Vinculados de Impostos: 08:00 SECRETARIA DE SAUDE 10.302.0027.2025 Manutenção das Atividades do Departamento de Saude 3.3.90.30.02 MEDICAMENTOS 3.3.90.30.03 MAT. MÉDICO HOSP. ODONT. E LAB 500 Recursos não Vinculados de Impostos 15.00 FUNDO MU...,Edital,2025-05-05,[],"['Prefeituras', 'Estado da Paraíba', 'PREFEITURA MUNICIPAL DE SÃO DOMINGOS DO CARIRI']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-n-242-de-30-de-abril-de-2025-627235945,"EDITAL Nº 242, DE 30 DE ABRIL DE 2025",concurso,"EDITAL Nº 242, DE 30 DE ABRIL DE 2025 HOMOLOGAÇÃO DO EDITAL DE PROCESSO SELETIVO SIMPLIFICADO Nº 160, DE 01/04/2025 O Secretário de Gestão de Pessoas do Centro Federal de Educação Tecnológica de Minas Gerais, CEFET-MG, autarquia de regime especial, vinculada ao Ministério da Educação, no uso de suas atribuições legais, resolve: Homologar o resultado final do Processo Seletivo Simplificado destinad...",Edital,2025-05-05,[],"['Ministério da Educação', 'Centro Federal de Educação Tecnológica de Minas Gerais', 'Secretaria de Gestão de Pessoas']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/aviso-de-licitacao-pregao-eletronico-n-19/2025-627271031,AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 19/2025,concurso,"AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 19/2025 Torna público que fará realizar através do Pregoeiro Oficial e Equipe de Apoio, sediada na Rua Cônego Firmino Cavalcante, SN - Centro - Alagoa Grande - PB, por meio do site www.portaldecompraspublicas.com.br, licitação modalidade Pregão Eletrônico, do tipo menor preço, para: PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE ESCOLAR. Abertura da sessão pública: 09:...",Edital,2025-05-05,[],"['Prefeituras', 'Estado da Paraíba', 'Prefeitura Municipal de Alagoa Grande']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-n-283/2025-tcu/seproc-de-29-de-abril-de-2025-627304400,"EDITAL Nº 283/2025-TCU/SEPROC, DE 29 DE ABRIL DE 2025",concurso,"EDITAL Nº 283/2025-TCU/SEPROC, DE 29 DE ABRIL DE 2025 Secretaria de Apoio à Gestão de Processos TC 033.550/2020-4 - Em razão do disposto no art. 22, III, da Lei 8.443/1992, fica NOTIFICADO JOSÉ DE NICODEMO FERREIRA JÚNIOR, CPF: 050.824.054-97, do Acórdão 8988/2024-TCU-Primeira Câmara, Rel. Ministro-Substituto Augusto Sherman Cavalcanti, Sessão de 15/10/2024, proferido no processo TC 033.550/2020-4...",Edital,2025-05-05,[],"['Tribunal de Contas da União', 'Secretaria-Geral de Controle Externo', 'Secretaria de Controle Externo da Função Jurisdicional', 'Secretaria de Apoio à\xa0 Gestão de Processos']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-de-notificacao-n-11/2025-supes-pb-626751424,Edital de Notificação nº 11/2025 - Supes-PB,concurso,"Edital de Notificação nº 11/2025 - Supes-PB Processo nº 02016.001742/2023-11 O Superintendente do Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis no Estado da Paraíba, no uso de suas atribuições legais e com fundamento no art. 82, da Instrução Normativa IBAMA nº 19 de 02 de junho de 2023, NOTIFICA, pelo presente edital, o(s) interessado(s) abaixo relacionados, por se encon...",Edital,2025-04-30,[],"['Ministério do Meio Ambiente e Mudança do Clima', 'Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis', 'Superintendência na Paraíba']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-progep-n-19-de-16-de-abril-de-2025-627228034,"EDITAL PROGEP Nº 19, DE 16 DE ABRIL DE 2025",concurso,"EDITAL PROGEP Nº 19, DE 16 DE ABRIL DE 2025 RETIFICAÇÃO DA HOMOLOGAÇÃO DO RESULTADO FINAL DO CONCURSO PÚBLICO DE TÉCNICO-ADMINISTRATIVOS O Pró-Reitor de Gestão de Pessoas e do Trabalho da Universidade Federal de Alagoas, no uso de suas atribuições legais e estatutárias, considerando o art. 22 da Instrução Normativa nº 02/2019, publicada no Diário Oficial da União de 30/08/2019, o Parecer nº 007/20...",Edital,2025-05-05,[],"['Ministério da Educação', 'Universidade Federal de Alagoas', 'Pró-Reitoria de Gestão de Pessoas e do Trabalho']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-n-332/gr/uffs/2025-627227957,EDITAL Nº 332/GR/UFFS/2025,concurso,"EDITAL Nº 332/GR/UFFS/2025 HOMOLOGAÇÃO DO RESULTADO FINAL DO EDITAL Nº 288/GR/UFFS/2025 DE PROCESSO SELETIVO SIMPLIFICADO 002/LARANJEIRAS DO SUL PARA CONTRATAÇÃO DE PROFESSOR DO MAGISTÉRIO SUPERIOR SUBSTITUTO A REITORA EM EXERCÍCIO DA UNIVERSIDADE FEDERAL DA FRONTEIRA SUL (UFFS), no uso de suas atribuições legais, torna pública a homologação do resultado final do Edital Nº 288/GR/UFFS/2025, de Pro...",Edital,2025-05-05,[],"['Ministério da Educação', 'Universidade Federal da Fronteira Sul']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-n-82-de-30-de-abril-de-2025-627313738,EDITAL N° 82 DE 30 DE ABRIL DE 2025,concurso,"EDITAL N° 82 DE 30 DE ABRIL DE 2025 HOMOLOGAÇÃO PROCESSO SELETIVO SIMPLIFICADO O Diretor Geral do Campus Paranaguá do Instituto Federal do Paraná, no uso da competência que lhe confere a Portaria nº 234 de 9 de fevereiro de 2024, publicada no Diário Oficial da União em 14 de fevereiro de 2024, seção 2, página 23, e conforme Resolução Consup/IFPR nº 107 de 16/12/2022, torna público a homologação do...",Edital,2025-05-05,[],"['Ministério da Educação', 'Instituto Federal de Educação, Ciência e Tecnologia do Paraná', 'Campus Paranaguá']",não avaliado,
0.0,https://www.in.gov.br/web/dou/-/edital-n-24/2025-624819899,Edital Nº 24/2025,concurso,"Edital Nº 24/2025 INCLUSÃO E CONVOCAÇÃO DE CANDIDATA CONCURSO PÚBLICO NACIONAL UNIFICADO DA JUSTIÇA ELEITORAL PARA O PROVIMENTO DE VAGAS E A FORMAÇÃO DE CADASTRO DE RESERVA EM CARGOS DE ANALISTA JUDICIÁRIO E DE TÉCNICO JUDICIÁRIO A Comissão do Concurso Público Unificado da Justiça Eleitoral, instituída pela Portaria TSE nº 818, de 16 de outubro de 2023, publicada no dia 20 subsequente, e, consider...",Edital,2025-04-17,[],"['Poder Judiciário', 'Tribunal Superior Eleitoral']",não avaliado,
